From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
UniRef50_A0A812QSL6	A0A812QSL6	unreviewed	A0A812QSL6_9DINO	C3H1-type domain-containing protein	SNAT2548_LOCUS21866	Symbiodinium natans	425
UniRef50_A0A812QSU1	A0A812QC13	unreviewed	A0A812QC13_9DINO	Calmodulin	Scn11a SLIN2456_LOCUS12458	Symbiodinium sp. CCMP2456	556
UniRef50_A0A812QSU1	A0A812JTL6	unreviewed	A0A812JTL6_9DINO	Calmodulin	Scn5a SNEC2469_LOCUS2446	Symbiodinium necroappetens	560
UniRef50_A0A812QSU1	A0A812QAT4	unreviewed	A0A812QAT4_SYMMI	Calmodulin	Ca-alpha1D SMIC04503_LOCUS10164	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	560
UniRef50_A0A812QSU1	A0A812QSU1	unreviewed	A0A812QSU1_9DINO	Calmodulin	Scn5a STRI2592_LOCUS12713 STRI2592_LOCUS21910	Symbiodinium sp. CCMP2592	570
UniRef50_A0A812QSV9	A0A812QSV9	unreviewed	A0A812QSV9_9DINO	Retrovirus-related Pol polyprotein from transposon TNT 1-94	SNAT2548_LOCUS21874	Symbiodinium natans	2230
UniRef50_A0A812QSX4	A0A812K7P0	unreviewed	A0A812K7P0_SYMPI	Uncharacterized protein	SPIL2461_LOCUS2792	Symbiodinium pilosum (Dinoflagellate)	357
UniRef50_A0A812QSX4	A0A812QSX4	unreviewed	A0A812QSX4_9DINO	Uncharacterized protein	STRI2592_LOCUS21926	Symbiodinium sp. CCMP2592	359
UniRef50_A0A812QSY4	A0A812QSY4	unreviewed	A0A812QSY4_SYMMI	RE1 protein	RE1 SMIC04503_LOCUS11667	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	854
UniRef50_A0A812QSZ6	A0A812YUL5	unreviewed	A0A812YUL5_9DINO	PARP-type domain-containing protein	SLIN2456_LOCUS29952	Symbiodinium sp. CCMP2456	1299
UniRef50_A0A812QSZ6	A0A812QSZ6	unreviewed	A0A812QSZ6_9DINO	PARP-type domain-containing protein	STRI2592_LOCUS21893	Symbiodinium sp. CCMP2592	1319
UniRef50_A0A812QT51	A0A812QT51	unreviewed	A0A812QT51_9DINO	Uncharacterized protein	SNAT2548_LOCUS21904	Symbiodinium natans	1580
UniRef50_A0A812QT53	A0A812QT53	unreviewed	A0A812QT53_9DINO	Tyr recombinase domain-containing protein	SLIN2456_LOCUS13053	Symbiodinium sp. CCMP2456	406
UniRef50_A0A812QTG5	A0A812MG15	unreviewed	A0A812MG15_9DINO	JmjC domain-containing protein	STRI2592_LOCUS14095	Symbiodinium sp. CCMP2592	1061
UniRef50_A0A812QTG5	A0A812QTG5	unreviewed	A0A812QTG5_9DINO	JmjC domain-containing protein	STRI2592_LOCUS21902	Symbiodinium sp. CCMP2592	1067
UniRef50_A0A812QTL6	A0A812QTL6	unreviewed	A0A812QTL6_9DINO	Uncharacterized protein	SNAT2548_LOCUS21934	Symbiodinium natans	686
UniRef50_A0A812QTN8	A0A812QTN8	unreviewed	A0A812QTN8_9DINO	GlyQS protein	glyQS SNEC2469_LOCUS11059	Symbiodinium necroappetens	1259
UniRef50_A0A812QTN8	A0A1Q9C0R9	unreviewed	A0A1Q9C0R9_SYMMI	Uncharacterized protein	AK812_SmicGene43550	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1137
UniRef50_A0A812QTN8	A0A1Q9CCJ8	unreviewed	A0A1Q9CCJ8_SYMMI	Uncharacterized protein	AK812_SmicGene38910	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1105
UniRef50_A0A812QTN8	A0A1Q9E711	unreviewed	A0A1Q9E711_SYMMI	Reverse transcriptase domain-containing protein	AK812_SmicGene13837	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1089
UniRef50_A0A812QTN8	A0A812PDM3	unreviewed	A0A812PDM3_SYMMI	Uncharacterized protein	SMIC04503_LOCUS9338	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1095
UniRef50_A0A812QTP5	A0A812QTP5	unreviewed	A0A812QTP5_SYMPI	Integrase catalytic domain-containing protein	SPIL2461_LOCUS9957	Symbiodinium pilosum (Dinoflagellate)	565
UniRef50_A0A812QTP7	A0A813BTW6	unreviewed	A0A813BTW6_9DINO	Uncharacterized protein	SMICCKB8_LOCUS31576	Symbiodinium sp. KB8	792
UniRef50_A0A812QTP7	A0A812QTP7	unreviewed	A0A812QTP7_9DINO	Uncharacterized protein	STRI2592_LOCUS21950	Symbiodinium sp. CCMP2592	942
UniRef50_A0A812QTS6	A0A812S767	unreviewed	A0A812S767_9DINO	Uncharacterized protein	SMICCKB8_LOCUS14538	Symbiodinium sp. KB8	1132
UniRef50_A0A812QTS6	A0A812UMU6	unreviewed	A0A812UMU6_9DINO	Uncharacterized protein	SMICCKB8_LOCUS16791	Symbiodinium sp. KB8	1109
UniRef50_A0A812QTS6	A0A1Q9CTI5	unreviewed	A0A1Q9CTI5_SYMMI	Tyr recombinase domain-containing protein	AK812_SmicGene32657	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1329
UniRef50_A0A812QTS6	A0A1Q9EGP8	unreviewed	A0A1Q9EGP8_SYMMI	Uncharacterized protein	AK812_SmicGene10196	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1358
UniRef50_A0A812QTS6	A0A812QTS6	unreviewed	A0A812QTS6_SYMMI	Tyr recombinase domain-containing protein	SMIC04503_LOCUS11709	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1149
UniRef50_A0A812QTS6	A0A812RS05	unreviewed	A0A812RS05_SYMMI	Uncharacterized protein	SMIC04503_LOCUS13394	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1153
UniRef50_A0A812QTV6	A0A812P8F5	unreviewed	A0A812P8F5_9DINO	Uncharacterized protein	SMICCKB8_LOCUS11767	Symbiodinium sp. KB8	2236
UniRef50_A0A812QTV6	A0A812QTV6	unreviewed	A0A812QTV6_SYMMI	Non-haem dioxygenase N-terminal domain-containing protein	SMIC04503_LOCUS11694	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2570
UniRef50_A0A812QTZ1	A0A812QTZ1	unreviewed	A0A812QTZ1_9DINO	Uncharacterized protein	SNEC2469_LOCUS11074	Symbiodinium necroappetens	2185
UniRef50_A0A812QU20	A0A812QU20	unreviewed	A0A812QU20_9DINO	FACT complex subunit	SMICCKB8_LOCUS13335	Symbiodinium sp. KB8	1159
UniRef50_A0A812QU30	A0A812QU30	unreviewed	A0A812QU30_9DINO	RE1 protein	RE1 SNAT2548_LOCUS21962	Symbiodinium natans	2182
UniRef50_A0A812QU54	A0A812QU54	unreviewed	A0A812QU54_9DINO	RE2 protein	RE2 SNAT2548_LOCUS22004	Symbiodinium natans	2305
UniRef50_A0A812QU82	A0A812QU82	unreviewed	A0A812QU82_9DINO	ManC protein	manC SLIN2456_LOCUS13126	Symbiodinium sp. CCMP2456	480
UniRef50_A0A812QU84	A0A812QU84	unreviewed	A0A812QU84_9DINO	Uncharacterized protein	SLIN2456_LOCUS13131	Symbiodinium sp. CCMP2456	519
UniRef50_A0A812QUE0	A0A812QUE0	unreviewed	A0A812QUE0_SYMMI	Tryptophan synthase (EC 4.2.1.20)	trpB SMIC04503_LOCUS11749	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1339
UniRef50_A0A812QUL0	A0A812QUL0	unreviewed	A0A812QUL0_SYMPI	Uncharacterized protein	SPIL2461_LOCUS9979	Symbiodinium pilosum (Dinoflagellate)	921
UniRef50_A0A812QUP8	A0A812QUP8	unreviewed	A0A812QUP8_9DINO	THIF-type NAD/FAD binding fold domain-containing protein	STRI2592_LOCUS22028	Symbiodinium sp. CCMP2592	702
UniRef50_A0A812QUP8	A0A812SUN7	unreviewed	A0A812SUN7_9DINO	Uncharacterized protein	STRI2592_LOCUS26354	Symbiodinium sp. CCMP2592	584
UniRef50_A0A812QUP8	A0A812WF99	unreviewed	A0A812WF99_9DINO	Uncharacterized protein	STRI2592_LOCUS34228	Symbiodinium sp. CCMP2592	609
UniRef50_A0A812QUQ1	A0A812QUQ1	unreviewed	A0A812QUQ1_SYMMI	AAE7 protein	AAE7 SMIC04503_LOCUS11804	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2051
UniRef50_A0A812QUR5	A0A812P8T2	unreviewed	A0A812P8T2_9DINO	RE1 protein	RE1 SLIN2456_LOCUS10778	Symbiodinium sp. CCMP2456	2374
UniRef50_A0A812QUR5	A0A812QUR5	unreviewed	A0A812QUR5_9DINO	RE1 protein	RE1 SNAT2548_LOCUS22046	Symbiodinium natans	2607
UniRef50_A0A812QUU4	A0A812QUU4	unreviewed	A0A812QUU4_9DINO	magnesium chelatase (EC 6.6.1.1)	SLIN2456_LOCUS13157	Symbiodinium sp. CCMP2456	684
UniRef50_A0A812QUV0	A0A812QUV0	unreviewed	A0A812QUV0_SYMMI	EtfA protein	etfA SMIC04503_LOCUS11756	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1160
UniRef50_A0A812QUX8	A0A812QUX8	unreviewed	A0A812QUX8_SYMMI	CycZ protein	cycZ SMIC04503_LOCUS11809	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	623
UniRef50_A0A812QUZ9	A0A812QUZ9	unreviewed	A0A812QUZ9_SYMMI	leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase)	leuS SMIC04503_LOCUS11822	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1365
UniRef50_A0A812QV05	A0A812QV05	unreviewed	A0A812QV05_9DINO	UVR8 protein	UVR8 STRI2592_LOCUS22032	Symbiodinium sp. CCMP2592	3905
UniRef50_A0A812QV07	A0A812QV07	unreviewed	A0A812QV07_SYMMI	Rieske domain-containing protein	SMIC04503_LOCUS11780	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1099
UniRef50_A0A812QV29	A0A812QV29	unreviewed	A0A812QV29_9DINO	GadB protein	gadB SNEC2469_LOCUS11113	Symbiodinium necroappetens	495
UniRef50_A0A812QV51	A0A812QV51	unreviewed	A0A812QV51_SYMMI	HisF protein	hisF SMIC04503_LOCUS11834	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	673
UniRef50_A0A812QV80	A0A812QV80	unreviewed	A0A812QV80_SYMMI	Multifunctional fusion protein [Includes: Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta); Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)]	sucA SMIC04503_LOCUS11799	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3445
UniRef50_A0A812QV81	A0A812NNN2	unreviewed	A0A812NNN2_9DINO	AGD9 protein	AGD9 SLIN2456_LOCUS9903	Symbiodinium sp. CCMP2456	1298
UniRef50_A0A812QV81	A0A812LW85	unreviewed	A0A812LW85_SYMMI	AGD9 protein	AGD9 SMIC04503_LOCUS5398	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1297
UniRef50_A0A812QV81	A0A812QV81	unreviewed	A0A812QV81_9DINO	AGD8 protein	AGD8 STRI2592_LOCUS22067	Symbiodinium sp. CCMP2592	1531
UniRef50_A0A812QVD6	A0A812QVD6	unreviewed	A0A812QVD6_9DINO	Cys-12 protein	cys-12 STRI2592_LOCUS22026	Symbiodinium sp. CCMP2592	412
UniRef50_A0A812QVF9	A0A812QVF9	unreviewed	A0A812QVF9_SYMMI	Uncharacterized protein	SMIC04503_LOCUS11814	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1333
UniRef50_A0A812QVG9	A0A812QVG9	unreviewed	A0A812QVG9_9DINO	Uncharacterized protein	SNAT2548_LOCUS22056	Symbiodinium natans	2237
UniRef50_A0A812QVG9	A0A812UF79	unreviewed	A0A812UF79_9DINO	Uncharacterized protein	SNAT2548_LOCUS32616	Symbiodinium natans	1897
UniRef50_A0A812QVK1	A0A812QVK1	unreviewed	A0A812QVK1_SYMMI	YngJ protein	yngJ SMIC04503_LOCUS11859	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	707
UniRef50_A0A812QVL0	A0A812QVL0	unreviewed	A0A812QVL0_SYMMI	HslU protein	hslU SMIC04503_LOCUS11835	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1010
UniRef50_A0A812QVM3	A0A812QVM3	unreviewed	A0A812QVM3_SYMMI	Radical S-adenosyl methionine domain-containing protein 1, mitochondrial (Putative heme chaperone)	rph SMIC04503_LOCUS11810	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	763
UniRef50_A0A812QVT3	A0A812QVT3	unreviewed	A0A812QVT3_9DINO	Core-binding (CB) domain-containing protein	STRI2592_LOCUS22102	Symbiodinium sp. CCMP2592	577
UniRef50_A0A812QVW4	A0A812QVW4	unreviewed	A0A812QVW4_SYMMI	InhA protein	inhA SMIC04503_LOCUS11844	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	702
UniRef50_A0A812QW11	A0A812QW11	unreviewed	A0A812QW11_SYMMI	BaiB protein	baiB SMIC04503_LOCUS11855	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1697
UniRef50_A0A812QW58	A0A812QW58	unreviewed	A0A812QW58_9DINO	Uncharacterized protein	STRI2592_LOCUS22068	Symbiodinium sp. CCMP2592	353
UniRef50_A0A812QW98	A0A812TCE4	unreviewed	A0A812TCE4_SYMPI	Calmodulin	SPIL2461_LOCUS13575	Symbiodinium pilosum (Dinoflagellate)	1065
UniRef50_A0A812QW98	A0A812QW98	unreviewed	A0A812QW98_9DINO	Calmodulin	CARMIL1 SNAT2548_LOCUS22079	Symbiodinium natans	901
UniRef50_A0A812QWF8	A0A812QWF8	unreviewed	A0A812QWF8_SYMMI	Integrase catalytic domain-containing protein	SMIC04503_LOCUS11872	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1670
UniRef50_A0A812QWR1	A0A812QWR1	unreviewed	A0A812QWR1_9DINO	Uncharacterized protein	STRI2592_LOCUS22103	Symbiodinium sp. CCMP2592	2658
UniRef50_A0A812QWW1	A0A812QWW1	unreviewed	A0A812QWW1_9DINO	Uncharacterized protein	STRI2592_LOCUS22111	Symbiodinium sp. CCMP2592	323
UniRef50_A0A812QWW1	A0A812YTH7	unreviewed	A0A812YTH7_9DINO	Uncharacterized protein	STRI2592_LOCUS40428	Symbiodinium sp. CCMP2592	279
UniRef50_A0A812QWX5	A0A812QWX5	unreviewed	A0A812QWX5_SYMPI	Uncharacterized protein	SPIL2461_LOCUS10077	Symbiodinium pilosum (Dinoflagellate)	556
UniRef50_A0A812QWZ8	A0A812QWZ8	unreviewed	A0A812QWZ8_9DINO	Uncharacterized protein	SLIN2456_LOCUS13277	Symbiodinium sp. CCMP2456	385
UniRef50_A0A812QX10	A0A812QX10	unreviewed	A0A812QX10_9DINO	Uncharacterized protein	SNEC2469_LOCUS11244	Symbiodinium necroappetens	251
UniRef50_A0A812QX10	A0A812J083	unreviewed	A0A812J083_9DINO	Uncharacterized protein	STRI2592_LOCUS5422	Symbiodinium sp. CCMP2592	213
UniRef50_A0A812QXD2	A0A812QXD2	unreviewed	A0A812QXD2_SYMMI	NolG protein	nolG SMIC04503_LOCUS11921	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2721
UniRef50_A0A812QXE2	A0A812QXE2	unreviewed	A0A812QXE2_SYMPI	Pif1 protein	pif1 SPIL2461_LOCUS10070	Symbiodinium pilosum (Dinoflagellate)	823
UniRef50_A0A812QXK6	A0A812QXK6	unreviewed	A0A812QXK6_9DINO	Mug158 protein	mug158 SNEC2469_LOCUS11211	Symbiodinium necroappetens	108
UniRef50_A0A812QXR9	A0A812PU41	unreviewed	A0A812PU41_SYMPI	Uncharacterized protein	SPIL2461_LOCUS8559	Symbiodinium pilosum (Dinoflagellate)	639
UniRef50_A0A812QXR9	A0A812QXR9	unreviewed	A0A812QXR9_SYMPI	Uncharacterized protein	SPIL2461_LOCUS10101	Symbiodinium pilosum (Dinoflagellate)	526
UniRef50_A0A812QXS8	A0A812IM80	unreviewed	A0A812IM80_9DINO	Uncharacterized protein	SNAT2548_LOCUS4900	Symbiodinium natans	1519
UniRef50_A0A812QXS8	A0A812KWF8	unreviewed	A0A812KWF8_9DINO	Uncharacterized protein	SNAT2548_LOCUS9861	Symbiodinium natans	1563
UniRef50_A0A812QXS8	A0A812MQG1	unreviewed	A0A812MQG1_9DINO	Uncharacterized protein	SNAT2548_LOCUS14798	Symbiodinium natans	1467
UniRef50_A0A812QXS8	A0A812QXS8	unreviewed	A0A812QXS8_9DINO	Uncharacterized protein	SNAT2548_LOCUS22237	Symbiodinium natans	1760
UniRef50_A0A812QXV5	A0A812QXV5	unreviewed	A0A812QXV5_9DINO	ZZ-type domain-containing protein	STRI2592_LOCUS22228	Symbiodinium sp. CCMP2592	4679
UniRef50_A0A812QXX4	A0A812PRL4	unreviewed	A0A812PRL4_9DINO	Lsk1 protein	lsk1 STRI2592_LOCUS19317	Symbiodinium sp. CCMP2592	364
UniRef50_A0A812QXX4	A0A812QXX4	unreviewed	A0A812QXX4_9DINO	MPK1 protein	MPK1 STRI2592_LOCUS22220	Symbiodinium sp. CCMP2592	418
UniRef50_A0A812QXY3	A0A812QXY3	unreviewed	A0A812QXY3_9DINO	Uncharacterized protein	SNAT2548_LOCUS22301	Symbiodinium natans	2847
UniRef50_A0A812QYA4	A0A812QYA4	unreviewed	A0A812QYA4_9DINO	PPOX2 protein	PPOX2 SLIN2456_LOCUS13350	Symbiodinium sp. CCMP2456	816
UniRef50_A0A812QYB7	A0A812QYB7	unreviewed	A0A812QYB7_9DINO	Metallo-beta-lactamase domain-containing protein	SMICCKB8_LOCUS13472	Symbiodinium sp. KB8	460
UniRef50_A0A812QYE7	A0A812QYE7	unreviewed	A0A812QYE7_9DINO	Retrovirus-related Pol polyprotein from transposon TNT 1-94	SNAT2548_LOCUS22238	Symbiodinium natans	1900
UniRef50_A0A812QYI2	A0A812H060	unreviewed	A0A812H060_9DINO	Uncharacterized protein	SNAT2548_LOCUS1347	Symbiodinium natans	2678
UniRef50_A0A812QYI2	A0A812M9N7	unreviewed	A0A812M9N7_9DINO	Uncharacterized protein	SNAT2548_LOCUS12655	Symbiodinium natans	2225
UniRef50_A0A812QYI2	A0A812QYI2	unreviewed	A0A812QYI2_9DINO	Uncharacterized protein	SNAT2548_LOCUS22352	Symbiodinium natans	3270
UniRef50_A0A812QYI9	A0A812QYI9	unreviewed	A0A812QYI9_9DINO	PP5 protein	PP5 SNEC2469_LOCUS11297	Symbiodinium necroappetens	929
UniRef50_A0A812QYT8	A0A812QYT8	unreviewed	A0A812QYT8_9DINO	ZNFX1 protein	ZNFX1 SLIN2456_LOCUS13314	Symbiodinium sp. CCMP2456	801
UniRef50_A0A812QYV9	A0A812QYV9	unreviewed	A0A812QYV9_9DINO	Uncharacterized protein	STRI2592_LOCUS22280	Symbiodinium sp. CCMP2592	1037
UniRef50_A0A812QZ11	A0A812QZ11	unreviewed	A0A812QZ11_9DINO	Integrase catalytic domain-containing protein	SLIN2456_LOCUS13345	Symbiodinium sp. CCMP2456	650
UniRef50_A0A812QZ61	A0A812QZ61	unreviewed	A0A812QZ61_SYMMI	precorrin-2 dehydrogenase (EC 1.3.1.76)	cobA SMIC04503_LOCUS12004	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	675
UniRef50_A0A812QZB6	A0A812QZB6	unreviewed	A0A812QZB6_SYMPI	RE1 protein	RE1 SPIL2461_LOCUS10166	Symbiodinium pilosum (Dinoflagellate)	984
UniRef50_A0A812QZE4	A0A812QZE4	unreviewed	A0A812QZE4_9DINO	GIP protein	GIP SLIN2456_LOCUS13407	Symbiodinium sp. CCMP2456	250
UniRef50_A0A812QZE6	A0A812QZE6	unreviewed	A0A812QZE6_9DINO	RE1 protein	RE1 SNAT2548_LOCUS22458	Symbiodinium natans	1173
UniRef50_A0A812QZI3	A0A812H5L4	unreviewed	A0A812H5L4_9DINO	Uncharacterized protein	SLIN2456_LOCUS614	Symbiodinium sp. CCMP2456	235
UniRef50_A0A812QZI3	A0A812NPF3	unreviewed	A0A812NPF3_9DINO	Uncharacterized protein	SNEC2469_LOCUS7848	Symbiodinium necroappetens	259
UniRef50_A0A812QZI3	A0A812QZI3	unreviewed	A0A812QZI3_9DINO	Uncharacterized protein	SMICCKB8_LOCUS13500	Symbiodinium sp. KB8	259
UniRef50_A0A812QZI3	A0A812RB95	unreviewed	A0A812RB95_SYMMI	Uncharacterized protein	SMIC04503_LOCUS12596	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	259
UniRef50_A0A812QZI3	A0A812SSE1	unreviewed	A0A812SSE1_SYMPI	Uncharacterized protein	SPIL2461_LOCUS12795	Symbiodinium pilosum (Dinoflagellate)	210
UniRef50_A0A812QZM6	A0A812QZM6	unreviewed	A0A812QZM6_SYMPI	Ubiquitin-like domain-containing protein	SPIL2461_LOCUS10193	Symbiodinium pilosum (Dinoflagellate)	294
UniRef50_A0A812QZV2	A0A812QZV2	unreviewed	A0A812QZV2_9DINO	SMODS and SLOG-associating 2TM effector domain-containing protein	SNAT2548_LOCUS22365	Symbiodinium natans	912
UniRef50_A0A812R0B7	A0A812R0B7	unreviewed	A0A812R0B7_9DINO	Uncharacterized protein	SLIN2456_LOCUS13422	Symbiodinium sp. CCMP2456	524
UniRef50_A0A812R0F8	A0A812R0F8	unreviewed	A0A812R0F8_9DINO	Ttn protein	Ttn SNEC2469_LOCUS11379	Symbiodinium necroappetens	663
UniRef50_A0A812R0R3	A0A812R0R3	unreviewed	A0A812R0R3_9DINO	ESTA protein	ESTA SNAT2548_LOCUS22481	Symbiodinium natans	365
UniRef50_A0A812R0R3	A0A812SLM3	unreviewed	A0A812SLM3_9DINO	ESTA protein	ESTA SNAT2548_LOCUS27318	Symbiodinium natans	379
UniRef50_A0A812R0R8	A0A812R0R8	unreviewed	A0A812R0R8_SYMMI	Uncharacterized protein	SMIC04503_LOCUS12083	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	677
UniRef50_A0A812R0T8	A0A812R0T8	unreviewed	A0A812R0T8_9DINO	SDIR1 protein	SDIR1 SNAT2548_LOCUS22554	Symbiodinium natans	568
UniRef50_A0A812R0V9	A0A812R0V9	unreviewed	A0A812R0V9_9DINO	CAX4 protein	CAX4 STRI2592_LOCUS22408	Symbiodinium sp. CCMP2592	535
UniRef50_A0A812R131	A0A812R131	unreviewed	A0A812R131_9DINO	Tyr recombinase domain-containing protein	SLIN2456_LOCUS13453	Symbiodinium sp. CCMP2456	580
UniRef50_A0A812R139	A0A812R139	unreviewed	A0A812R139_9DINO	Kidins220 protein	Kidins220 SLIN2456_LOCUS13498	Symbiodinium sp. CCMP2456	393
UniRef50_A0A812R139	A0A813B651	unreviewed	A0A813B651_9DINO	Uncharacterized protein	SMICCKB8_LOCUS28173	Symbiodinium sp. KB8	455
UniRef50_A0A812R181	A0A812R181	unreviewed	A0A812R181_9DINO	Xylose isomerase (EC 3.2.1.-) (EC 5.3.1.5)	xylA SMICCKB8_LOCUS13569	Symbiodinium sp. KB8	1792
UniRef50_A0A812R1A6	A0A812R1A6	unreviewed	A0A812R1A6_9DINO	Slc35a1 protein	Slc35a1 SNAT2548_LOCUS22480	Symbiodinium natans	1684
UniRef50_A0A812R1I9	A0A812Q2Y5	unreviewed	A0A812Q2Y5_9DINO	Uncharacterized protein	SLIN2456_LOCUS12254	Symbiodinium sp. CCMP2456	119
UniRef50_A0A812R1I9	A0A812R1I9	unreviewed	A0A812R1I9_9DINO	Disintegrin domain-containing protein	SNEC2469_LOCUS11355	Symbiodinium necroappetens	145
UniRef50_A0A812R1I9	A0A813ACB4	unreviewed	A0A813ACB4_9DINO	Uncharacterized protein	SNEC2469_LOCUS27249	Symbiodinium necroappetens	133
UniRef50_A0A812R1I9	A0A813C9C7	unreviewed	A0A813C9C7_9DINO	Disintegrin domain-containing protein	SNEC2469_LOCUS33633	Symbiodinium necroappetens	134
UniRef50_A0A812R1I9	A0A812Y0I0	unreviewed	A0A812Y0I0_SYMMI	Disintegrin domain-containing protein	SMIC04503_LOCUS25126	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	116
UniRef50_A0A812R1V0	A0A812R1V0	unreviewed	A0A812R1V0_9DINO	Reverse transcriptase domain-containing protein	SMICCKB8_LOCUS13540	Symbiodinium sp. KB8	1660
UniRef50_A0A812R1V0	A0A812PX84	unreviewed	A0A812PX84_SYMMI	Uncharacterized protein	SMIC04503_LOCUS9585	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1660
UniRef50_A0A812R236	A0A812R236	unreviewed	A0A812R236_SYMPI	C3H1-type domain-containing protein	SPIL2461_LOCUS10237	Symbiodinium pilosum (Dinoflagellate)	190
UniRef50_A0A812R287	A0A812R287	unreviewed	A0A812R287_9DINO	Sdh protein	sdh STRI2592_LOCUS22500	Symbiodinium sp. CCMP2592	593
UniRef50_A0A812R2F3	A0A812R2F3	unreviewed	A0A812R2F3_9DINO	Uncharacterized protein	SLIN2456_LOCUS13527	Symbiodinium sp. CCMP2456	285
UniRef50_A0A812R2G6	A0A812R2G6	unreviewed	A0A812R2G6_9DINO	Uncharacterized protein	STRI2592_LOCUS22511	Symbiodinium sp. CCMP2592	1064
UniRef50_A0A812R2G9	A0A812Y4H5	unreviewed	A0A812Y4H5_9DINO	F-box domain-containing protein	SNEC2469_LOCUS22199	Symbiodinium necroappetens	141
UniRef50_A0A812R2G9	A0A812J3G0	unreviewed	A0A812J3G0_9DINO	F-box domain-containing protein	SMICCKB8_LOCUS3081	Symbiodinium sp. KB8	228
UniRef50_A0A812R2G9	A0A1Q9CZE7	unreviewed	A0A1Q9CZE7_SYMMI	Zinc-type alcohol dehydrogenase-like protein	AK812_SmicGene30399	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2556
UniRef50_A0A812R2G9	A0A812Z8B4	unreviewed	A0A812Z8B4_SYMMI	COMT protein	COMT SMIC04503_LOCUS27683	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	96
UniRef50_A0A812R2G9	A0A812Z9I9	unreviewed	A0A812Z9I9_SYMMI	F-box domain-containing protein	SMIC04503_LOCUS27685	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	228
UniRef50_A0A812R2G9	A0A812R2G9	unreviewed	A0A812R2G9_9DINO	GIN4 protein	GIN4 STRI2592_LOCUS22443	Symbiodinium sp. CCMP2592	3006
UniRef50_A0A812R2H9	A0A812YSF9	unreviewed	A0A812YSF9_9DINO	DNMT3A protein	DNMT3A SNEC2469_LOCUS23348	Symbiodinium necroappetens	1405
UniRef50_A0A812R2H9	A0A812R2H9	unreviewed	A0A812R2H9_SYMMI	DNMT3A protein	DNMT3A SMIC04503_LOCUS12221	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1413
