From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
UniRef50_A0A812M6G1	A0A812M6G1	unreviewed	A0A812M6G1_9DINO	RYR1 protein	RYR1 SMICCKB8_LOCUS7696	Symbiodinium sp. KB8	2371
UniRef50_A0A812M6M3	A0A813BSE5	unreviewed	A0A813BSE5_9DINO	P-type phospholipid transporter (EC 7.6.2.1)	SNEC2469_LOCUS31341	Symbiodinium necroappetens	2586
UniRef50_A0A812M6M3	A0A1Q9C7P5	unreviewed	A0A1Q9C7P5_SYMMI	P-type phospholipid transporter (EC 7.6.2.1)	AK812_SmicGene40830	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2609
UniRef50_A0A812M6M3	A0A812XEN2	unreviewed	A0A812XEN2_SYMPI	P-type phospholipid transporter (EC 7.6.2.1)	SPIL2461_LOCUS20518	Symbiodinium pilosum (Dinoflagellate)	2623
UniRef50_A0A812M6M3	A0A812WP13	unreviewed	A0A812WP13_9DINO	P-type phospholipid transporter (EC 7.6.2.1)	STRI2592_LOCUS34051	Symbiodinium sp. CCMP2592	2457
UniRef50_A0A812M6M3	A0A812M6M3	unreviewed	A0A812M6M3_9DINO	P-type phospholipid transporter (EC 7.6.2.1)	ALA3 SNAT2548_LOCUS13126	Symbiodinium natans	2408
UniRef50_A0A812M6S3	A0A812M6S3	unreviewed	A0A812M6S3_SYMPI	Tyr recombinase domain-containing protein	SPIL2461_LOCUS5203	Symbiodinium pilosum (Dinoflagellate)	362
UniRef50_A0A812M6W5	A0A812M6W5	unreviewed	A0A812M6W5_9DINO	Uncharacterized protein	STRI2592_LOCUS14249	Symbiodinium sp. CCMP2592	645
UniRef50_A0A812M6W5	A0A812PAF1	unreviewed	A0A812PAF1_9DINO	Uncharacterized protein	STRI2592_LOCUS17826	Symbiodinium sp. CCMP2592	520
UniRef50_A0A812M7E9	A0A812M7E9	unreviewed	A0A812M7E9_9DINO	CPK1 protein	CPK1 SLIN2456_LOCUS7186	Symbiodinium sp. CCMP2456	337
UniRef50_A0A812M7H9	A0A812M7H9	unreviewed	A0A812M7H9_SYMPI	Reverse transcriptase domain-containing protein	SPIL2461_LOCUS4979	Symbiodinium pilosum (Dinoflagellate)	682
UniRef50_A0A812M7V2	A0A812JAL1	unreviewed	A0A812JAL1_9DINO	PIF7 protein	PIF7 STRI2592_LOCUS5695	Symbiodinium sp. CCMP2592	1670
UniRef50_A0A812M7V2	A0A812M7V2	unreviewed	A0A812M7V2_9DINO	ATP-dependent DNA helicase	STRI2592_LOCUS14207	Symbiodinium sp. CCMP2592	1790
UniRef50_A0A812M7V2	A0A812Z138	unreviewed	A0A812Z138_9DINO	ATP-dependent DNA helicase	STRI2592_LOCUS41194	Symbiodinium sp. CCMP2592	1533
UniRef50_A0A812M821	A0A812UPC9	unreviewed	A0A812UPC9_9DINO	Mok11 protein	mok11 SLIN2456_LOCUS19852	Symbiodinium sp. CCMP2456	415
UniRef50_A0A812M821	A0A812Z2U8	unreviewed	A0A812Z2U8_9DINO	Mok11 protein	mok11 SNEC2469_LOCUS23960	Symbiodinium necroappetens	212
UniRef50_A0A812M821	A0A812M821	unreviewed	A0A812M821_9DINO	Mok11 protein	mok11 SMICCKB8_LOCUS7481	Symbiodinium sp. KB8	418
UniRef50_A0A812M821	A0A813BA38	unreviewed	A0A813BA38_SYMMI	Mok11 protein	mok11 SMIC04503_LOCUS36678	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	417
UniRef50_A0A812M821	A0A812YWJ7	unreviewed	A0A812YWJ7_9DINO	Mok11 protein	mok11 STRI2592_LOCUS40746	Symbiodinium sp. CCMP2592	385
UniRef50_A0A812M821	A0A812UGL4	unreviewed	A0A812UGL4_9DINO	Mok11 protein	mok11 SNAT2548_LOCUS31982	Symbiodinium natans	342
UniRef50_A0A812M8G8	A0A812YYS6	unreviewed	A0A812YYS6_9DINO	RE1 protein	RE1 STRI2592_LOCUS40968	Symbiodinium sp. CCMP2592	2397
UniRef50_A0A812M8G8	A0A812M8G8	unreviewed	A0A812M8G8_9DINO	RE1 protein	RE1 SNAT2548_LOCUS12811	Symbiodinium natans	2330
UniRef50_A0A812M8I7	A0A812M8I7	unreviewed	A0A812M8I7_9DINO	TapC protein	tapC SLIN2456_LOCUS7479	Symbiodinium sp. CCMP2456	1602
UniRef50_A0A812M8Q5	A0A812M8Q5	unreviewed	A0A812M8Q5_9DINO	Pol protein	pol SMICCKB8_LOCUS8084	Symbiodinium sp. KB8	762
UniRef50_A0A812M8S2	A0A812M8S2	unreviewed	A0A812M8S2_9DINO	GIP protein	GIP STRI2592_LOCUS13228	Symbiodinium sp. CCMP2592	2211
UniRef50_A0A812M8S2	A0A812Z8U5	unreviewed	A0A812Z8U5_9DINO	GIP protein	GIP STRI2592_LOCUS42195	Symbiodinium sp. CCMP2592	2524
UniRef50_A0A812M8W0	A0A812M8W0	unreviewed	A0A812M8W0_9DINO	HMG box domain-containing protein	SMICCKB8_LOCUS8089	Symbiodinium sp. KB8	964
UniRef50_A0A812M8W0	A0A1Q9BUC7	unreviewed	A0A1Q9BUC7_SYMMI	HMG box domain-containing protein	AK812_SmicGene46218	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	964
UniRef50_A0A812M8W0	A0A812QC73	unreviewed	A0A812QC73_SYMMI	HMG box domain-containing protein	SMIC04503_LOCUS10238	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	964
UniRef50_A0A812M8Z9	A0A812M8Z9	unreviewed	A0A812M8Z9_SYMMI	Tas protein	tas SMIC04503_LOCUS5975	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1124
UniRef50_A0A812M9D4	A0A812M9D4	unreviewed	A0A812M9D4_9DINO	Uncharacterized protein	SLIN2456_LOCUS7253	Symbiodinium sp. CCMP2456	565
UniRef50_A0A812M9V8	A0A812M9V8	unreviewed	A0A812M9V8_9DINO	OpuAA protein	opuAA SMICCKB8_LOCUS7996	Symbiodinium sp. KB8	1238
UniRef50_A0A812MA23	A0A812MA23	unreviewed	A0A812MA23_9DINO	Copia protein	STRI2592_LOCUS14349	Symbiodinium sp. CCMP2592	1388
UniRef50_A0A812MAC3	A0A812MAC3	unreviewed	A0A812MAC3_9DINO	Pol protein	pol STRI2592_LOCUS13652	Symbiodinium sp. CCMP2592	1641
UniRef50_A0A812MAI9	A0A812NGY7	unreviewed	A0A812NGY7_9DINO	Reverse transcriptase domain-containing protein	SLIN2456_LOCUS8853	Symbiodinium sp. CCMP2456	408
UniRef50_A0A812MAI9	A0A812MAI9	unreviewed	A0A812MAI9_9DINO	RXLR78 protein	RXLR78 SNEC2469_LOCUS5369	Symbiodinium necroappetens	495
UniRef50_A0A812MAI9	A0A1Q9DQD8	unreviewed	A0A1Q9DQD8_SYMMI	LINE-1 retrotransposable element ORF2 protein	AK812_SmicGene20275	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	485
UniRef50_A0A812MAQ3	A0A812MAQ3	unreviewed	A0A812MAQ3_9DINO	GAE2 protein	GAE2 SNAT2548_LOCUS13597	Symbiodinium natans	693
UniRef50_A0A812MAQ9	A0A812J5R6	unreviewed	A0A812J5R6_9DINO	CLE-4A-2 protein	CLE-4A-2 SLIN2456_LOCUS2757	Symbiodinium sp. CCMP2456	924
UniRef50_A0A812MAQ9	A0A812IG43	unreviewed	A0A812IG43_9DINO	CLE-4A-2 protein	CLE-4A-2 SMICCKB8_LOCUS2100	Symbiodinium sp. KB8	879
UniRef50_A0A812MAQ9	A0A812PQA6	unreviewed	A0A812PQA6_9DINO	CLE-4A-2 protein	CLE-4A-2 SMICCKB8_LOCUS12127	Symbiodinium sp. KB8	1016
UniRef50_A0A812MAQ9	A0A812MAQ9	unreviewed	A0A812MAQ9_SYMMI	Uncharacterized protein	SMIC04503_LOCUS6338	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	973
UniRef50_A0A812MB91	A0A812MB91	unreviewed	A0A812MB91_9DINO	Uncharacterized protein	STRI2592_LOCUS14632	Symbiodinium sp. CCMP2592	970
UniRef50_A0A812MC21	A0A812MC21	unreviewed	A0A812MC21_SYMPI	CofG protein	cofG SPIL2461_LOCUS5017	Symbiodinium pilosum (Dinoflagellate)	687
UniRef50_A0A812MCF4	A0A812YLQ9	unreviewed	A0A812YLQ9_9DINO	ANK1 protein	ANK1 SNEC2469_LOCUS23162	Symbiodinium necroappetens	1300
UniRef50_A0A812MCF4	A0A812K3E7	unreviewed	A0A812K3E7_9DINO	ANK1 protein	ANK1 STRI2592_LOCUS8135	Symbiodinium sp. CCMP2592	1286
UniRef50_A0A812MCF4	A0A812MCF4	unreviewed	A0A812MCF4_9DINO	HmgA protein	hmgA SNAT2548_LOCUS13051	Symbiodinium natans	1297
UniRef50_A0A812MCG5	A0A812MCG5	unreviewed	A0A812MCG5_9DINO	Uncharacterized protein	SNAT2548_LOCUS13524	Symbiodinium natans	828
UniRef50_A0A812MCQ5	A0A812MCQ5	unreviewed	A0A812MCQ5_9DINO	aldehyde dehydrogenase (NAD(+)) (EC 1.2.1.3)	SLIN2456_LOCUS7131	Symbiodinium sp. CCMP2456	865
UniRef50_A0A812MD24	A0A812MD24	unreviewed	A0A812MD24_9DINO	glutamine--fructose-6-phosphate transaminase (isomerizing) (EC 2.6.1.16)	glmS SLIN2456_LOCUS7539	Symbiodinium sp. CCMP2456	974
UniRef50_A0A812MDC6	A0A812MDC6	unreviewed	A0A812MDC6_9DINO	Tyr recombinase domain-containing protein	SLIN2456_LOCUS7430	Symbiodinium sp. CCMP2456	1069
UniRef50_A0A812MDD2	A0A812MDD2	unreviewed	A0A812MDD2_9DINO	ClpX protein	clpX SLIN2456_LOCUS7720	Symbiodinium sp. CCMP2456	557
UniRef50_A0A812MDI7	A0A812MDI7	unreviewed	A0A812MDI7_9DINO	Uncharacterized protein	SNAT2548_LOCUS14000 SNAT2548_LOCUS14001	Symbiodinium natans	275
UniRef50_A0A812ME33	A0A812ME33	unreviewed	A0A812ME33_9DINO	Uncharacterized protein	SMICCKB8_LOCUS8271	Symbiodinium sp. KB8	424
UniRef50_A0A812MEA2	A0A812MEA2	unreviewed	A0A812MEA2_9DINO	Uncharacterized protein	SLIN2456_LOCUS7758	Symbiodinium sp. CCMP2456	1104
UniRef50_A0A812MEB3	A0A812MEB3	unreviewed	A0A812MEB3_9DINO	Apple domain-containing protein	SNAT2548_LOCUS13213	Symbiodinium natans	1682
UniRef50_A0A812MEJ4	A0A812MEJ4	unreviewed	A0A812MEJ4_SYMPI	mRNA (guanine-N(7))-methyltransferase (EC 2.1.1.56)	SPIL2461_LOCUS5100	Symbiodinium pilosum (Dinoflagellate)	2065
UniRef50_A0A812MEL0	A0A812MEL0	unreviewed	A0A812MEL0_SYMPI	Calmodulin	CPK19 SPIL2461_LOCUS5613	Symbiodinium pilosum (Dinoflagellate)	347
UniRef50_A0A812MEM8	A0A812LZH6	unreviewed	A0A812LZH6_9DINO	RE2 protein	RE2 SNAT2548_LOCUS12812	Symbiodinium natans	2691
UniRef50_A0A812MEM8	A0A812M815	unreviewed	A0A812M815_9DINO	RE1 protein	RE1 SNAT2548_LOCUS13623	Symbiodinium natans	2965
UniRef50_A0A812MEM8	A0A812MEM8	unreviewed	A0A812MEM8_9DINO	RE2 protein	RE2 SNAT2548_LOCUS13655	Symbiodinium natans	3002
UniRef50_A0A812MEM8	A0A812PB66	unreviewed	A0A812PB66_9DINO	RE1 protein	RE1 SNAT2548_LOCUS19017	Symbiodinium natans	2647
UniRef50_A0A812MEM8	A0A812SE46	unreviewed	A0A812SE46_9DINO	Integrase catalytic domain-containing protein	SNAT2548_LOCUS26433	Symbiodinium natans	2527
UniRef50_A0A812MEM8	A0A812UXX2	unreviewed	A0A812UXX2_9DINO	RE2 protein	RE2 SNAT2548_LOCUS33455	Symbiodinium natans	2946
UniRef50_A0A812MEN9	A0A812HXP6	unreviewed	A0A812HXP6_9DINO	Cdc5l protein	Cdc5l SLIN2456_LOCUS1138	Symbiodinium sp. CCMP2456	1346
UniRef50_A0A812MEN9	A0A812MEN9	unreviewed	A0A812MEN9_9DINO	Calmodulin	CDC5L SMICCKB8_LOCUS8247	Symbiodinium sp. KB8	1543
UniRef50_A0A812MEN9	A0A812P7R6	unreviewed	A0A812P7R6_SYMMI	Cdc5l protein	Cdc5l SMIC04503_LOCUS9182	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1332
UniRef50_A0A812MET1	A0A812MET1	unreviewed	A0A812MET1_9DINO	Uncharacterized protein	SLIN2456_LOCUS7606	Symbiodinium sp. CCMP2456	1740
UniRef50_A0A812MET1	A0A813C3W2	unreviewed	A0A813C3W2_9DINO	RNase H type-1 domain-containing protein	SNEC2469_LOCUS32876	Symbiodinium necroappetens	455
UniRef50_A0A812MET1	A0A813C6S5	unreviewed	A0A813C6S5_9DINO	C3H1-type domain-containing protein	SNEC2469_LOCUS33103	Symbiodinium necroappetens	386
UniRef50_A0A812MEY7	A0A812MEY7	unreviewed	A0A812MEY7_9DINO	Uncharacterized protein	SMICCKB8_LOCUS8434	Symbiodinium sp. KB8	1130
UniRef50_A0A812MEY7	A0A812MF64	unreviewed	A0A812MF64_SYMMI	Uncharacterized protein	SMIC04503_LOCUS6263	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	1130
UniRef50_A0A812MFA0	A0A812MFA0	unreviewed	A0A812MFA0_9DINO	Uncharacterized protein	SMICCKB8_LOCUS7766	Symbiodinium sp. KB8	1154
UniRef50_A0A812MFE8	A0A812MFE8	unreviewed	A0A812MFE8_9DINO	DNA polymerase kappa	dinB SMICCKB8_LOCUS8118	Symbiodinium sp. KB8	1267
UniRef50_A0A812MFG0	A0A812MFG0	unreviewed	A0A812MFG0_SYMPI	NOV protein	NOV SPIL2461_LOCUS5681	Symbiodinium pilosum (Dinoflagellate)	2219
UniRef50_A0A812MFJ7	A0A812MFJ7	unreviewed	A0A812MFJ7_9DINO	Uncharacterized protein	SNAT2548_LOCUS13933	Symbiodinium natans	820
UniRef50_A0A812MFP0	A0A812MFP0	unreviewed	A0A812MFP0_9DINO	Uncharacterized protein	SNAT2548_LOCUS13998	Symbiodinium natans	573
UniRef50_A0A812MFP0	A0A812MWM6	unreviewed	A0A812MWM6_9DINO	Uncharacterized protein	SNAT2548_LOCUS14003	Symbiodinium natans	561
UniRef50_A0A812MFP2	A0A812MFP2	unreviewed	A0A812MFP2_9DINO	Uncharacterized protein	SLIN2456_LOCUS7527	Symbiodinium sp. CCMP2456	696
UniRef50_A0A812MFQ5	A0A812MFQ5	unreviewed	A0A812MFQ5_9DINO	C2 domain-containing protein	SNAT2548_LOCUS13033	Symbiodinium natans	3704
UniRef50_A0A812MFS9	A0A812MFS9	unreviewed	A0A812MFS9_9DINO	Smyd3 protein	Smyd3 STRI2592_LOCUS14674	Symbiodinium sp. CCMP2592	956
UniRef50_A0A812MFW3	A0A812MFW3	unreviewed	A0A812MFW3_9DINO	Uncharacterized protein	STRI2592_LOCUS14081	Symbiodinium sp. CCMP2592	914
UniRef50_A0A812MFW3	A0A812NQ69	unreviewed	A0A812NQ69_9DINO	Uncharacterized protein	STRI2592_LOCUS17443	Symbiodinium sp. CCMP2592	801
UniRef50_A0A812MGI9	A0A812MGI9	unreviewed	A0A812MGI9_SYMPI	Uncharacterized protein	SPIL2461_LOCUS5693	Symbiodinium pilosum (Dinoflagellate)	392
UniRef50_A0A812MGN5	A0A812MGN5	unreviewed	A0A812MGN5_9DINO	AMY1.1 protein	AMY1.1 STRI2592_LOCUS14858	Symbiodinium sp. CCMP2592	1129
UniRef50_A0A812MGR0	A0A812MGR0	unreviewed	A0A812MGR0_9DINO	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	aceE SLIN2456_LOCUS7271	Symbiodinium sp. CCMP2456	1593
UniRef50_A0A812MGR5	A0A812MGR5	unreviewed	A0A812MGR5_9DINO	SufB protein	sufB SLIN2456_LOCUS7734	Symbiodinium sp. CCMP2456	1668
UniRef50_A0A812MGT8	A0A812MGT8	unreviewed	A0A812MGT8_SYMMI	PurQ protein	purQ SMIC04503_LOCUS5860	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	517
UniRef50_A0A812MGX2	A0A812MGX2	unreviewed	A0A812MGX2_9DINO	Uncharacterized protein	SNAT2548_LOCUS13792	Symbiodinium natans	3781
UniRef50_A0A812MGX6	A0A812MGX6	unreviewed	A0A812MGX6_9DINO	CCHC-type domain-containing protein	SNAT2548_LOCUS13112	Symbiodinium natans	598
UniRef50_A0A812MHC5	A0A812MHC5	unreviewed	A0A812MHC5_9DINO	Luciferase-like domain-containing protein	SNEC2469_LOCUS6399	Symbiodinium necroappetens	760
UniRef50_A0A812MHZ8	A0A812MHZ8	unreviewed	A0A812MHZ8_9DINO	Calmodulin	SNAT2548_LOCUS13869	Symbiodinium natans	2600
UniRef50_A0A812MI05	A0A812MI05	unreviewed	A0A812MI05_9DINO	Calmodulin	GIP SNEC2469_LOCUS6281	Symbiodinium necroappetens	3740
UniRef50_A0A812MI81	A0A812MI81	unreviewed	A0A812MI81_9DINO	Rf1 protein	Rf1 SNAT2548_LOCUS13868	Symbiodinium natans	514
UniRef50_A0A812MII0	A0A812MII0	unreviewed	A0A812MII0_9DINO	C2H2-type domain-containing protein	SNAT2548_LOCUS13506	Symbiodinium natans	880
UniRef50_A0A812MIP8	A0A812KWW7	unreviewed	A0A812KWW7_9DINO	GIP protein	GIP STRI2592_LOCUS10692	Symbiodinium sp. CCMP2592	2350
UniRef50_A0A812MIP8	A0A812LAJ4	unreviewed	A0A812LAJ4_9DINO	GIP protein	GIP STRI2592_LOCUS10829	Symbiodinium sp. CCMP2592	2672
UniRef50_A0A812MIP8	A0A812MIP8	unreviewed	A0A812MIP8_9DINO	CCHC-type domain-containing protein	STRI2592_LOCUS14697	Symbiodinium sp. CCMP2592	2389
UniRef50_A0A812MIP9	A0A812MIP9	unreviewed	A0A812MIP9_9DINO	Uncharacterized protein	STRI2592_LOCUS14293	Symbiodinium sp. CCMP2592	263
UniRef50_A0A812MJ10	A0A812MJ10	unreviewed	A0A812MJ10_9DINO	Uncharacterized protein	STRI2592_LOCUS15014	Symbiodinium sp. CCMP2592	1510
UniRef50_A0A812MJ37	A0A812K8J6	unreviewed	A0A812K8J6_9DINO	Uncharacterized protein	SMICCKB8_LOCUS4661	Symbiodinium sp. KB8	377
UniRef50_A0A812MJ37	A0A812KJ80	unreviewed	A0A812KJ80_SYMMI	Uncharacterized protein	SMIC04503_LOCUS3509	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	999
UniRef50_A0A812MJ37	A0A812MJ37	unreviewed	A0A812MJ37_9DINO	Uncharacterized protein	SNAT2548_LOCUS13915	Symbiodinium natans	962
UniRef50_A0A812MJC8	A0A812MJC8	unreviewed	A0A812MJC8_9DINO	F25B4.6 protein	F25B4.6 STRI2592_LOCUS14032	Symbiodinium sp. CCMP2592	1167
UniRef50_A0A812MJE4	A0A812MJE4	unreviewed	A0A812MJE4_9DINO	tryptophan synthase (EC 4.2.1.20)	trpB SNEC2469_LOCUS6341	Symbiodinium necroappetens	2731
UniRef50_A0A812MJQ1	A0A812MJQ1	unreviewed	A0A812MJQ1_SYMPI	HERC1 protein	HERC1 SPIL2461_LOCUS5833	Symbiodinium pilosum (Dinoflagellate)	718
UniRef50_A0A812MJQ8	A0A812MJQ8	unreviewed	A0A812MJQ8_9DINO	CpsE protein	cpsE SLIN2456_LOCUS7790	Symbiodinium sp. CCMP2456	1501
UniRef50_A0A812MJX2	A0A812MJX2	unreviewed	A0A812MJX2_SYMPI	JmjC domain-containing protein	SPIL2461_LOCUS5685	Symbiodinium pilosum (Dinoflagellate)	1260
UniRef50_A0A812MKD8	A0A812MKD8	unreviewed	A0A812MKD8_SYMPI	F52C9.6 protein	F52C9.6 SPIL2461_LOCUS5455	Symbiodinium pilosum (Dinoflagellate)	177
UniRef50_A0A812MKF1	A0A812MKF1	unreviewed	A0A812MKF1_9DINO	RNase H type-1 domain-containing protein	STRI2592_LOCUS14356	Symbiodinium sp. CCMP2592	3516
UniRef50_A0A812MKL3	A0A812MKL3	unreviewed	A0A812MKL3_9DINO	Uncharacterized protein	SNEC2469_LOCUS6565	Symbiodinium necroappetens	382
UniRef50_A0A812MKL3	A0A812ZL81	unreviewed	A0A812ZL81_SYMMI	Uncharacterized protein	SMIC04503_LOCUS28578	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	341
UniRef50_A0A812MKN2	A0A812MKN2	unreviewed	A0A812MKN2_SYMPI	Uncharacterized protein	SPIL2461_LOCUS5463	Symbiodinium pilosum (Dinoflagellate)	696
UniRef50_A0A812MKP1	A0A812MKP1	unreviewed	A0A812MKP1_9DINO	Translation factor GUF1 homolog, mitochondrial (EC 3.6.5.n1) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1 homolog) (Ribosomal back-translocase)	lepA1 SLIN2456_LOCUS7463	Symbiodinium sp. CCMP2456	874
UniRef50_A0A812MKV5	A0A812GQL1	unreviewed	A0A812GQL1_9DINO	CCHC-type domain-containing protein	STRI2592_LOCUS629	Symbiodinium sp. CCMP2592	1350
UniRef50_A0A812MKV5	A0A812MKV5	unreviewed	A0A812MKV5_9DINO	CCHC-type domain-containing protein	STRI2592_LOCUS14835	Symbiodinium sp. CCMP2592	1357
UniRef50_A0A812ML48	A0A812ML48	unreviewed	A0A812ML48_9DINO	NodB homology domain-containing protein	SNAT2548_LOCUS14317	Symbiodinium natans	707
UniRef50_A0A812ML95	A0A812ML95	unreviewed	A0A812ML95_SYMPI	RE1 protein	RE1 SPIL2461_LOCUS5916	Symbiodinium pilosum (Dinoflagellate)	1419
UniRef50_A0A812MLK5	A0A812MLK5	unreviewed	A0A812MLK5_9DINO	Integrase catalytic domain-containing protein	SLIN2456_LOCUS7466	Symbiodinium sp. CCMP2456	963
UniRef50_A0A812MLY0	A0A812MLY0	unreviewed	A0A812MLY0_9DINO	GIP protein	GIP SNAT2548_LOCUS13444	Symbiodinium natans	1549
UniRef50_A0A812MMH5	A0A813AEC2	unreviewed	A0A813AEC2_9DINO	KCNB2 protein	KCNB2 SNEC2469_LOCUS27361	Symbiodinium necroappetens	461
UniRef50_A0A812MMH5	A0A812MMH5	unreviewed	A0A812MMH5_9DINO	KCNB2 protein	KCNB2 SMICCKB8_LOCUS8845	Symbiodinium sp. KB8	471
UniRef50_A0A812MMJ4	A0A812MMJ4	unreviewed	A0A812MMJ4_9DINO	TTC12 protein	TTC12 STRI2592_LOCUS15450	Symbiodinium sp. CCMP2592	643
UniRef50_A0A812MMW5	A0A812MMW5	unreviewed	A0A812MMW5_SYMPI	ABCB1 protein	ABCB1 SPIL2461_LOCUS5549	Symbiodinium pilosum (Dinoflagellate)	3025
UniRef50_A0A812MMZ5	A0A812MMZ5	unreviewed	A0A812MMZ5_SYMPI	Uncharacterized protein	SPIL2461_LOCUS5378	Symbiodinium pilosum (Dinoflagellate)	3394
UniRef50_A0A812MN01	A0A812MN01	unreviewed	A0A812MN01_SYMPI	ProP protein	proP SPIL2461_LOCUS5799	Symbiodinium pilosum (Dinoflagellate)	445
UniRef50_A0A812MNA6	A0A812MNA6	unreviewed	A0A812MNA6_SYMPI	DNA (cytosine-5-)-methyltransferase	SPIL2461_LOCUS6106	Symbiodinium pilosum (Dinoflagellate)	194
UniRef50_A0A812MNQ0	A0A812MNQ0	unreviewed	A0A812MNQ0_9DINO	EF-hand domain-containing protein	SMICCKB8_LOCUS8733	Symbiodinium sp. KB8	1329
UniRef50_A0A812MNQ0	A0A812M5Z0	unreviewed	A0A812M5Z0_9DINO	Reverse transcriptase domain-containing protein	STRI2592_LOCUS14191	Symbiodinium sp. CCMP2592	1567
UniRef50_A0A812MNS2	A0A812MNS2	unreviewed	A0A812MNS2_9DINO	Uncharacterized protein	STRI2592_LOCUS15464	Symbiodinium sp. CCMP2592	4090
UniRef50_A0A812MNW6	A0A812MNW6	unreviewed	A0A812MNW6_9DINO	Reverse transcriptase domain-containing protein	SNAT2548_LOCUS14680	Symbiodinium natans	1087
UniRef50_A0A812MP05	A0A812MP05	unreviewed	A0A812MP05_9DINO	Tyr recombinase domain-containing protein	STRI2592_LOCUS15315	Symbiodinium sp. CCMP2592	1053
UniRef50_A0A812MP05	A0A812QXQ2	unreviewed	A0A812QXQ2_9DINO	Tyr recombinase domain-containing protein	STRI2592_LOCUS22140	Symbiodinium sp. CCMP2592	1072
UniRef50_A0A812MP05	A0A812JYM6	unreviewed	A0A812JYM6_9DINO	Uncharacterized protein	SNAT2548_LOCUS7145	Symbiodinium natans	959
UniRef50_A0A812MPA8	A0A812MPA8	unreviewed	A0A812MPA8_9DINO	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC)	yidC SNEC2469_LOCUS6695	Symbiodinium necroappetens	1220
UniRef50_A0A812MPF3	A0A812MZG2	unreviewed	A0A812MZG2_9DINO	Calmodulin	CPK2 SMICCKB8_LOCUS9087	Symbiodinium sp. KB8	617
UniRef50_A0A812MPF3	A0A812MPF3	unreviewed	A0A812MPF3_SYMMI	Calmodulin	CPK25 SMIC04503_LOCUS6749	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	714
UniRef50_A0A812MPU0	A0A812MPU0	unreviewed	A0A812MPU0_9DINO	Uncharacterized protein	SLIN2456_LOCUS7947	Symbiodinium sp. CCMP2456	248
UniRef50_A0A812MPW9	A0A812MPW9	unreviewed	A0A812MPW9_9DINO	Reverse transcriptase domain-containing protein	STRI2592_LOCUS14698	Symbiodinium sp. CCMP2592	3588
UniRef50_A0A812MPW9	A0A812MWR2	unreviewed	A0A812MWR2_9DINO	Gcs-1 protein	gcs-1 STRI2592_LOCUS15871	Symbiodinium sp. CCMP2592	3445
UniRef50_A0A812MPW9	A0A812NQJ6	unreviewed	A0A812NQJ6_9DINO	Gcs-1 protein	gcs-1 STRI2592_LOCUS17385	Symbiodinium sp. CCMP2592	2780
UniRef50_A0A812MPW9	A0A812UJM1	unreviewed	A0A812UJM1_9DINO	Gcs-1 protein	gcs-1 STRI2592_LOCUS29619	Symbiodinium sp. CCMP2592	3004
UniRef50_A0A812MQ74	A0A812MQ74	unreviewed	A0A812MQ74_9DINO	Lztr1 protein	Lztr1 STRI2592_LOCUS15386	Symbiodinium sp. CCMP2592	1474
UniRef50_A0A812MQ74	A0A812QPM4	unreviewed	A0A812QPM4_9DINO	RNase H type-1 domain-containing protein	STRI2592_LOCUS21706	Symbiodinium sp. CCMP2592	1411
UniRef50_A0A812MQ98	A0A812MQ98	unreviewed	A0A812MQ98_9DINO	Flagellar motor switch protein FliM (EC 1.2.1.41)	proA SLIN2456_LOCUS8313	Symbiodinium sp. CCMP2456	778
UniRef50_A0A812MQG7	A0A812MQG7	unreviewed	A0A812MQG7_SYMPI	Uncharacterized protein	SPIL2461_LOCUS5658	Symbiodinium pilosum (Dinoflagellate)	383
UniRef50_A0A812MQP3	A0A812MQP3	unreviewed	A0A812MQP3_SYMPI	Uncharacterized protein	SPIL2461_LOCUS6210	Symbiodinium pilosum (Dinoflagellate)	270
UniRef50_A0A812MQX0	A0A812MQX0	unreviewed	A0A812MQX0_SYMPI	Uncharacterized protein	SPIL2461_LOCUS6105	Symbiodinium pilosum (Dinoflagellate)	1569
UniRef50_A0A812MQZ0	A0A812MQZ0	unreviewed	A0A812MQZ0_9DINO	Reverse transcriptase Ty1/copia-type domain-containing protein	SLIN2456_LOCUS7703	Symbiodinium sp. CCMP2456	1614
